Url,Federal state,Origin,Found competitions,Crawl date
http://www.tsc-greven.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tsc-harmonie.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tsc-lippe.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tsc-moenchengladbach.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tsc-mondial.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tsc-muenster-gievenbeck.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tsc-olsberg.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tsc-rommerskirchen.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tsc-schwarzsilber-marl.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tscbruehl.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tsg-hilden.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tsg-leverkusen.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tsgbielefeld.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tsgquirinus.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tsk-sankt-augustin.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tsv-bocholt.de/tsv-bocholt/abteilungen/tanzsport.html,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tsv-kastell-dinslaken.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tsv-siegen.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tsz-grevenbroich.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tsz-velbert.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tsz-wetter.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.ttc-bochum.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.ttc-muelheim.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.ttc-oberhausen.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tus-eudenbach.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tus09e.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tv-eiche.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tv-eitorf.de/aktuelles/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tv-verl.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tvneunkirchen.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.vfl-tanzen.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.vivabrasil-ev.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.vtg-recklinghausen.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://capoeira-online.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://ev.tanzsport-portal.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://kreaktivis.jimdofree.com,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://rlcd-linedance.jimdofree.com/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://schwarz-gold-bonn.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://sport-union-annen.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://tandaradei.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://tsc-badsalzuflen.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://tsc-swing-dance-factory.jimdofree.com/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://tsc-warendorf.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://tsg-xray-lennep.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://ttcrotgoldkoeln.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://tv-ibbenbueren.de/news/home,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://vtsc.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://wa.me/492037381669,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.bocholter-husaren.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.boston-club.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.capoeiraduisburg.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.dancesportteam.cologne,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.dancing-sweethearts.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.dosb.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.facebook.com/TanzsportverbandNordrheinWestfalenEv,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.gruen-weiss-aachen.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.hammer-sportclub-08.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.jazzdevils.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.jmdc-lohmar.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.kag-ossenberg.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.kg-horbacher-freunde.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.kggruen-weisshamm.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.ktv-staeaenefleejer-liblar-2015.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.kvnl.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.linedance4all.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.lsb.nrw,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.meerbuscher-tsc.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.post-sv-duesseldorf.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.rote-funken.bockum-hoevel.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.rrc-dueren.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.rrc-muenster.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.rrcsquirrels.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.sc-halle.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.sg-borken.de/de/abteilungen/tanzsport/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.sonn-maenn.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.sus-schroettinghausen-deppendorf.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.sv-greven.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.tanzclub-gelb-rot.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.tanzcorps-neye.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.tanzen-in-huerth.com,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.tanzsport.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.tanzsportclub-erftstadt.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.tanzwerkstatt-simmerath.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.tckapellejonge.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.teichgirls.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.tsc-haltern.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.tsc-imperial.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.tscbwl.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.tsv-hochdahl.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.tsz-wulfen.de/index.php,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.ttc-schwarz-gold-moers.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.tus96hilden.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.utc-muenster.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.volkstanzgruppe-herford.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
https://www.worlddancesport.org/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tstv-bw.de,Baden-Wuerttemberg,https://www.tbw.de/home/verband/vereine?tx_piidata_vereinssuche%5Baction%5D=search&tx_piidata_vereinssuche%5Bcontroller%5D=Verein&cHash=3d7c9572d9bcfa7b932c237a6f44fafc,,"January 04, 2024"
https://de-de.facebook.com/tbw.tanzen,Baden-Wuerttemberg,https://www.tbw.de/home/verband/vereine?tx_piidata_vereinssuche%5Baction%5D=search&tx_piidata_vereinssuche%5Bcontroller%5D=Verein&cHash=3d7c9572d9bcfa7b932c237a6f44fafc,,"January 04, 2024"
https://tbw.it4sport.de,Baden-Wuerttemberg,https://www.tbw.de/home/verband/vereine?tx_piidata_vereinssuche%5Baction%5D=search&tx_piidata_vereinssuche%5Bcontroller%5D=Verein&cHash=3d7c9572d9bcfa7b932c237a6f44fafc,,"January 04, 2024"
https://tbw.it4sport.de/index.php,Baden-Wuerttemberg,https://www.tbw.de/home/verband/vereine?tx_piidata_vereinssuche%5Baction%5D=search&tx_piidata_vereinssuche%5Bcontroller%5D=Verein&cHash=3d7c9572d9bcfa7b932c237a6f44fafc,,"January 04, 2024"
https://www.instagram.com/tbw_tanzen/?hl=de,Baden-Wuerttemberg,https://www.tbw.de/home/verband/vereine?tx_piidata_vereinssuche%5Baction%5D=search&tx_piidata_vereinssuche%5Bcontroller%5D=Verein&cHash=3d7c9572d9bcfa7b932c237a6f44fafc,,"January 04, 2024"
http://royal-dance-berlin.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://samuels-world.com/,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.TG-Diabas.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.ahorn-club.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.albaberlin.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.askania-tsc.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.ballroom-berlin.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.btc-gruen-gold.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.capoeira-senzala.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.majorettencorps.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.psb24-tanzen.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.psv-olympia-berlin-tanzteam.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.richtigrum.org,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.rotgold-berlin.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.rrc-butterfly.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.rrc-cadillac.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.rrc-spreeathen.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.salsacubanaberlin.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.schwarz-rot-berlin.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.scs-tanzen.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.shallwedance-berlin.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.spree-athen.com,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.ssc-tanzen.de/,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.sv-wba.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.tanz-akademie-berlin.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.tanzclub-classic.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.tanzzwiet.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.tc-blaugold.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.tc-brillant.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.tc-tanzbären-berlin.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.tmfv.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.tsc-balance.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.tsc-gruen-weiss-berlin.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.tsg-residenz.info/,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.tsv-rudow.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.tsv-spandau-1860.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.tsz-blaugold.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.tszconcordia.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.tszphoenix.de/,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.ttc-carat.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.ttk-buergerpark.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.vfl-lichtenrade.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://www.weiss-gold-casino-berlin.de/,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
https://berlin-dance-festival.de/de/home,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
https://blau-silber-berlin.de/,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
https://fica-berlin.org/,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
https://rotgold-berlin.de/veranstaltungen,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
https://tanzspiegel.1kcloud.com/ep15ea72926d8393/#0,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
https://tscjd.clubdesk.com/clubdesk/www,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
https://www.blau-weiss-berlin.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
https://www.creative-club-berlin.de/,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
https://www.facebook.com/LTVBerlin,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
https://www.instagram.com/ltvberlin_btsj/,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
https://www.sv-wba.de,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
https://www.tiktok.com/@ltvberlin_btsj,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
https://www.youtube.com/channel/UCQF2TkQS-NmpmsPV74f_LuQ,Berlin,https://ltv-berlin.de/de/verband/vereine/vereinsliste,,"January 04, 2024"
http://tanzclub-rose.de,Brandenburg,https://tanzsport-brandenburg.de/?page_id=392,,"January 04, 2024"
